checkOut,checkIn,title,yearOut,monthOut,weekOut
1315440000,1317340260,Thriller,2011,9,36
1319915340,1321737360,Thriller,2011,10,43
1324158360,1324594320,Thriller,2011,12,50
1201993380,0,Thriller,2008,2,5
1204242420,0,Thriller,2008,2,9
1205703480,0,Thriller,2008,3,11
1210113420,0,Thriller,2008,5,19
1212188580,0,Thriller,2008,5,22
1213840080,0,Thriller,2008,6,25
1216778400,0,Thriller,2008,7,30
1219782780,0,Thriller,2008,8,35
1222026240,0,Thriller,2008,9,38
1224357780,0,Thriller,2008,10,42
1227579120,0,Thriller,2008,11,48
1231991940,0,Thriller,2009,1,3
1235258040,0,Thriller,2009,2,8
1236722040,0,Thriller,2009,3,11
1238721120,0,Thriller,2009,4,14
1241221200,0,Thriller,2009,5,18
1243375860,0,Thriller,2009,5,22
1244083140,0,Thriller,2009,6,23
1244594700,0,Thriller,2009,6,24
1248218820,0,Thriller,2009,7,30
1250544180,0,Thriller,2009,8,34
1250723340,0,Thriller,2009,8,34
1257032280,0,Thriller,2009,10,44
1257369720,0,Thriller,2009,11,45
1258423380,0,Thriller,2009,11,47
1260314520,0,Thriller,2009,12,50
1262205180,0,Thriller,2009,12,53
1264551120,0,Thriller,2010,1,4
1266972900,0,Thriller,2010,2,8
1271543100,0,Thriller,2010,4,15
1272150600,0,Thriller,2010,4,16
1273199160,0,Thriller,2010,5,18
1276558020,0,Thriller,2010,6,24
1277347800,0,Thriller,2010,6,25
1280284920,0,Thriller,2010,7,30
1284143580,0,Thriller,2010,9,36
1286247420,0,Thriller,2010,10,40
1290047280,0,Thriller,2010,11,46
1292611560,0,Thriller,2010,12,50
1297907040,0,Thriller,2011,2,7
1301605440,0,Thriller,2011,3,13
1302390720,0,Thriller,2011,4,14
1306094640,0,Thriller,2011,5,20
1308265020,0,Thriller,2011,6,24
1308950400,0,Thriller,2011,6,25
1310580660,0,Thriller,2011,7,28
1313703480,0,Thriller,2011,8,33
1318440420,0,Thriller,2011,10,41
1320104280,0,Thriller,2011,10,44
1320788460,0,Thriller,2011,11,45
1321914360,0,Thriller,2011,11,47
1322699520,0,Thriller,2011,11,48
1323643080,0,Thriller,2011,12,49
1324418280,0,Thriller,2011,12,51
1201993380,1203890400,Thriller,2008,2,5
1204242420,1205428980,Thriller,2008,2,9
1204242420,1205431380,Thriller,2008,2,9
1204242420,1205518440,Thriller,2008,2,9
1205703480,1206209520,Thriller,2008,3,11
1205703480,1207245240,Thriller,2008,3,11
1205703480,1207330560,Thriller,2008,3,11
1205703480,1209417840,Thriller,2008,3,11
1210113420,1211235180,Thriller,2008,5,19
1210113420,1211347740,Thriller,2008,5,19
1210113420,1211482860,Thriller,2008,5,19
1212188580,1213051380,Thriller,2008,5,22
1212188580,1213331400,Thriller,2008,5,22
1212188580,1213466280,Thriller,2008,5,22
1213840080,1214335200,Thriller,2008,6,25
1213840080,1214502480,Thriller,2008,6,25
1213840080,1214953980,Thriller,2008,6,25
1213840080,1216011060,Thriller,2008,6,25
1213840080,1216164060,Thriller,2008,6,25
1216778400,1218847020,Thriller,2008,7,30
1216778400,1218939180,Thriller,2008,7,30
1216778400,1219264620,Thriller,2008,7,30
1219782780,1221619200,Thriller,2008,8,35
1219782780,1221862860,Thriller,2008,8,35
1219782780,1221939120,Thriller,2008,8,35
1222026240,1223241060,Thriller,2008,9,38
1224357780,1224974820,Thriller,2008,10,42
1224357780,1225174980,Thriller,2008,10,42
1224357780,1225230240,Thriller,2008,10,42
1224357780,1226880720,Thriller,2008,10,42
1224357780,1227033240,Thriller,2008,10,42
1227579120,1229645160,Thriller,2008,11,48
1227579120,1229986920,Thriller,2008,11,48
1231991940,1233628140,Thriller,2009,1,3
1231991940,1235185620,Thriller,2009,1,3
1231991940,1235242080,Thriller,2009,1,3
1235258040,1235434680,Thriller,2009,2,8
1235258040,1235877300,Thriller,2009,2,8
1236722040,1238101320,Thriller,2009,3,11
1236722040,1238438760,Thriller,2009,3,11
1238721120,1241048280,Thriller,2009,4,14
1241221200,1242320940,Thriller,2009,5,18
1241221200,1242666960,Thriller,2009,5,18
1243375860,1243533300,Thriller,2009,5,22
1243375860,1243533720,Thriller,2009,5,22
1243375860,1243738500,Thriller,2009,5,22
1243375860,1243878300,Thriller,2009,5,22
1244083140,1244579160,Thriller,2009,6,23
1244594700,1246409220,Thriller,2009,6,24
1244594700,1247080320,Thriller,2009,6,24
1248218820,1249428660,Thriller,2009,7,30
1248218820,1250269560,Thriller,2009,7,30
1248218820,1250522460,Thriller,2009,7,30
1250544180,1250642820,Thriller,2009,8,34
1250544180,1250650020,Thriller,2009,8,34
1250544180,1250711040,Thriller,2009,8,34
1250723340,1256667240,Thriller,2009,8,34
1257032280,1257208320,Thriller,2009,10,44
1257032280,1257291900,Thriller,2009,10,44
1257032280,1257366300,Thriller,2009,10,44
1257369720,1257900960,Thriller,2009,11,45
1257369720,1258138680,Thriller,2009,11,45
1257369720,1258224720,Thriller,2009,11,45
1258423380,1260237240,Thriller,2009,11,47
1260314520,1261449000,Thriller,2009,12,50
1260314520,1261519200,Thriller,2009,12,50
1264551120,1266366960,Thriller,2010,1,4
1264551120,1266433140,Thriller,2010,1,4
1266972900,1268856660,Thriller,2010,2,8
1266972900,1269049740,Thriller,2010,2,8
1266972900,1270326420,Thriller,2010,2,8
1266972900,1271187240,Thriller,2010,2,8
1266972900,1271524140,Thriller,2010,2,8
1271543100,1272139440,Thriller,2010,4,15
1272150600,1273015020,Thriller,2010,4,16
1273199160,1274161800,Thriller,2010,5,18
1273199160,1274293860,Thriller,2010,5,18
1273199160,1275688320,Thriller,2010,5,18
1273199160,1275764280,Thriller,2010,5,18
1276558020,1276826040,Thriller,2010,6,24
1276558020,1276991160,Thriller,2010,6,24
1276558020,1277072040,Thriller,2010,6,24
1277347800,1277932380,Thriller,2010,6,25
1277347800,1278114840,Thriller,2010,6,25
1277347800,1278197580,Thriller,2010,6,25
1277347800,1279041840,Thriller,2010,6,25
1277347800,1279245000,Thriller,2010,6,25
1277347800,1279568400,Thriller,2010,6,25
1280284920,1282946100,Thriller,2010,7,30
1280284920,1283023740,Thriller,2010,7,30
1284143580,1285970460,Thriller,2010,9,36
1284143580,1286166360,Thriller,2010,9,36
1284143580,1286225040,Thriller,2010,9,36
1286247420,1286658960,Thriller,2010,10,40
1286247420,1286850600,Thriller,2010,10,40
1286247420,1286911980,Thriller,2010,10,40
1286247420,1288049040,Thriller,2010,10,40
1286247420,1288124400,Thriller,2010,10,40
1286247420,1289105040,Thriller,2010,10,40
1286247420,1289163780,Thriller,2010,10,40
1290047280,1292533620,Thriller,2010,11,46
1292611560,1292964960,Thriller,2010,12,50
1292611560,1293837720,Thriller,2010,12,50
1297907040,1301350980,Thriller,2011,2,7
1301605440,1301942100,Thriller,2011,3,13
1302390720,1305416400,Thriller,2011,4,14
1302390720,1305608220,Thriller,2011,4,14
1302390720,1305740400,Thriller,2011,4,14
1306094640,1306623600,Thriller,2011,5,20
1306094640,1306879380,Thriller,2011,5,20
1306094640,1308081720,Thriller,2011,5,20
1308950400,1309220820,Thriller,2011,6,25
1308950400,1310272860,Thriller,2011,6,25
1310580660,1313005620,Thriller,2011,7,28
1310580660,1313203140,Thriller,2011,7,28
1313703480,1315778280,Thriller,2011,8,33
1320788460,1321308060,Thriller,2011,11,45
1321914360,1322697600,Thriller,2011,11,47
1323643080,1324239600,Thriller,2011,12,49
1325368800,1325368980,Thriller,2011,12,52
1203477060,0,"Number ones",2008,2,8
1204072920,0,"Number ones",2008,2,9
1205279580,0,"Number ones",2008,3,11
1206581340,0,"Number ones",2008,3,13
1209431940,0,"Number ones",2008,4,18
1210543680,0,"Number ones",2008,5,19
1212194700,0,"Number ones",2008,5,22
1213733220,0,"Number ones",2008,6,25
1214962080,0,"Number ones",2008,7,27
1216076280,0,"Number ones",2008,7,29
1216927920,0,"Number ones",2008,7,30
1217550000,0,"Number ones",2008,7,31
1219608780,0,"Number ones",2008,8,34
1222134060,0,"Number ones",2008,9,39
1223504880,0,"Number ones",2008,10,41
1228174080,0,"Number ones",2008,12,49
1229212860,0,"Number ones",2008,12,50
1232999880,0,"Number ones",2009,1,5
1233287580,0,"Number ones",2009,1,5
1234468440,0,"Number ones",2009,2,7
1236904320,0,"Number ones",2009,3,11
1239063360,0,"Number ones",2009,4,15
1240274280,0,"Number ones",2009,4,17
1241283720,0,"Number ones",2009,5,18
1244763060,0,"Number ones",2009,6,24
1247106000,0,"Number ones",2009,7,28
1247854920,0,"Number ones",2009,7,29
1248560700,0,"Number ones",2009,7,30
1249495560,0,"Number ones",2009,8,32
1250286060,0,"Number ones",2009,8,33
1254166680,0,"Number ones",2009,9,40
1254778320,0,"Number ones",2009,10,41
1256408820,0,"Number ones",2009,10,43
1257382140,0,"Number ones",2009,11,45
1259192880,0,"Number ones",2009,11,48
1260409080,0,"Number ones",2009,12,50
1263331620,0,"Number ones",2010,1,2
1264102980,0,"Number ones",2010,1,3
1265311740,0,"Number ones",2010,2,5
1265678760,0,"Number ones",2010,2,6
1268095260,0,"Number ones",2010,3,10
1269116160,0,"Number ones",2010,3,11
1270512840,0,"Number ones",2010,4,14
1272421440,0,"Number ones",2010,4,17
1274136840,0,"Number ones",2010,5,20
1278533700,0,"Number ones",2010,7,27
1279584540,0,"Number ones",2010,7,29
1280615940,0,"Number ones",2010,7,30
1281406020,0,"Number ones",2010,8,32
1285369200,0,"Number ones",2010,9,38
1286663400,0,"Number ones",2010,10,40
1288744320,0,"Number ones",2010,11,44
1289848260,0,"Number ones",2010,11,46
1290461160,0,"Number ones",2010,11,47
1292277180,0,"Number ones",2010,12,50
1293669000,0,"Number ones",2010,12,52
1294351020,0,"Number ones",2011,1,1
1298501940,0,"Number ones",2011,2,8
1300330560,0,"Number ones",2011,3,11
1301529180,0,"Number ones",2011,3,13
1303174440,0,"Number ones",2011,4,16
1304988480,0,"Number ones",2011,5,19
1307406960,0,"Number ones",2011,6,23
1308698940,0,"Number ones",2011,6,25
1310242860,0,"Number ones",2011,7,27
1312056300,0,"Number ones",2011,7,30
1313024100,0,"Number ones",2011,8,32
1318640160,0,"Number ones",2011,10,41
1318991700,0,"Number ones",2011,10,42
1321835520,0,"Number ones",2011,11,46
1323887340,0,"Number ones",2011,12,50
1325287080,0,"Number ones",2011,12,52
1203477060,1203979260,"Number ones",2008,2,8
1204072920,1204590480,"Number ones",2008,2,9
1204072920,1204747260,"Number ones",2008,2,9
1205279580,1205980200,"Number ones",2008,3,11
1206581340,1207187520,"Number ones",2008,3,13
1206581340,1209014460,"Number ones",2008,3,13
1206581340,1209063420,"Number ones",2008,3,13
1209431940,1210031040,"Number ones",2008,4,18
1209431940,1210192800,"Number ones",2008,4,18
1209431940,1210272360,"Number ones",2008,4,18
1210543680,1211328300,"Number ones",2008,5,19
1210543680,1211493360,"Number ones",2008,5,19
1210543680,1211671740,"Number ones",2008,5,19
1212194700,1213234620,"Number ones",2008,5,22
1212194700,1213505220,"Number ones",2008,5,22
1212194700,1213652820,"Number ones",2008,5,22
1213733220,1214460060,"Number ones",2008,6,25
1213733220,1214591820,"Number ones",2008,6,25
1214962080,1215481320,"Number ones",2008,7,27
1214962080,1215733080,"Number ones",2008,7,27
1214962080,1215894300,"Number ones",2008,7,27
1216076280,1216680180,"Number ones",2008,7,29
1216076280,1216778100,"Number ones",2008,7,29
1216076280,1216841220,"Number ones",2008,7,29
1216927920,1217113500,"Number ones",2008,7,30
1217550000,1218950640,"Number ones",2008,7,31
1219608780,1221428220,"Number ones",2008,8,34
1219608780,1221619680,"Number ones",2008,8,34
1219608780,1221768000,"Number ones",2008,8,34
1223504880,1227748260,"Number ones",2008,10,41
1223504880,1227909240,"Number ones",2008,10,41
1228174080,1228603080,"Number ones",2008,12,49
1232999880,1233277740,"Number ones",2009,1,5
1233287580,1233782880,"Number ones",2009,1,5
1234468440,1235098260,"Number ones",2009,2,7
1234468440,1235866920,"Number ones",2009,2,7
1234468440,1236110880,"Number ones",2009,2,7
1236904320,1238973660,"Number ones",2009,3,11
1236904320,1239048240,"Number ones",2009,3,11
1239063360,1239919620,"Number ones",2009,4,15
1239063360,1240034340,"Number ones",2009,4,15
1239063360,1240254600,"Number ones",2009,4,15
1240274280,1240886400,"Number ones",2009,4,17
1240274280,1240942920,"Number ones",2009,4,17
1241283720,1243637100,"Number ones",2009,5,18
1241283720,1244234100,"Number ones",2009,5,18
1244763060,1247091240,"Number ones",2009,6,24
1247106000,1247350380,"Number ones",2009,7,28
1247854920,1248378060,"Number ones",2009,7,29
1248560700,1249001400,"Number ones",2009,7,30
1249495560,1249681680,"Number ones",2009,8,32
1249495560,1249749660,"Number ones",2009,8,32
1250286060,1251339480,"Number ones",2009,8,33
1254166680,1254336840,"Number ones",2009,9,40
1254778320,1255826820,"Number ones",2009,10,41
1254778320,1256101800,"Number ones",2009,10,41
1254778320,1256147760,"Number ones",2009,10,41
1256408820,1256756280,"Number ones",2009,10,43
1257382140,1258157700,"Number ones",2009,11,45
1257382140,1258590300,"Number ones",2009,11,45
1259192880,1259803920,"Number ones",2009,11,48
1259192880,1260225780,"Number ones",2009,11,48
1265678760,1266549420,"Number ones",2010,2,6
1265678760,1267067940,"Number ones",2010,2,6
1268095260,1268776020,"Number ones",2010,3,10
1268095260,1268859660,"Number ones",2010,3,10
1268095260,1269114960,"Number ones",2010,3,10
1269116160,1269635580,"Number ones",2010,3,11
1269116160,1269902520,"Number ones",2010,3,11
1270512840,1272133800,"Number ones",2010,4,14
1274136840,1278094500,"Number ones",2010,5,20
1274136840,1278456300,"Number ones",2010,5,20
1278533700,1279051260,"Number ones",2010,7,27
1280615940,1281306720,"Number ones",2010,7,30
1285369200,1285539600,"Number ones",2010,9,38
1285369200,1286327220,"Number ones",2010,9,38
1285369200,1286386620,"Number ones",2010,9,38
1286663400,1288056960,"Number ones",2010,10,40
1288744320,1289608740,"Number ones",2010,11,44
1289848260,1290115980,"Number ones",2010,11,46
1294351020,1296167340,"Number ones",2011,1,1
1294351020,1296675060,"Number ones",2011,1,1
1300330560,1300838460,"Number ones",2011,3,11
1301529180,1302669720,"Number ones",2011,3,13
1301529180,1302922320,"Number ones",2011,3,13
1301529180,1303155120,"Number ones",2011,3,13
1303174440,1303593180,"Number ones",2011,4,16
1304988480,1307220780,"Number ones",2011,5,19
1308698940,1309487400,"Number ones",2011,6,25
1308698940,1310146740,"Number ones",2011,6,25
1310242860,1310946540,"Number ones",2011,7,27
1310242860,1311557160,"Number ones",2011,7,27
1310242860,1311621420,"Number ones",2011,7,27
1312056300,1312330200,"Number ones",2011,7,30
1318640160,1318719900,"Number ones",2011,10,41
1318991700,1320791820,"Number ones",2011,10,42
1321835520,1322860620,"Number ones",2011,11,46
1323887340,1324352760,"Number ones",2011,12,50
1200003900,0,Thriller,2008,1,2
1202419020,0,Thriller,2008,2,6
1204497060,0,Thriller,2008,3,9
1206585180,0,Thriller,2008,3,13
1209239040,0,Thriller,2008,4,17
1211066040,0,Thriller,2008,5,20
1212705060,0,Thriller,2008,6,23
1215565320,0,Thriller,2008,7,28
1216684080,0,Thriller,2008,7,30
1219368780,0,Thriller,2008,8,34
1222986060,0,Thriller,2008,10,40
1227384960,0,Thriller,2008,11,47
1230604080,0,Thriller,2008,12,1
1232672640,0,Thriller,2009,1,4
1234738020,0,Thriller,2009,2,7
1236207420,0,Thriller,2009,3,10
1239242820,0,Thriller,2009,4,15
1240958220,0,Thriller,2009,4,18
1243978800,0,Thriller,2009,6,23
1245453240,0,Thriller,2009,6,25
1248382500,0,Thriller,2009,7,30
1249438020,0,Thriller,2009,8,32
1251165900,0,Thriller,2009,8,35
1253581620,0,Thriller,2009,9,39
1254949860,0,Thriller,2009,10,41
1255808460,0,Thriller,2009,10,42
1258852260,0,Thriller,2009,11,47
1259532360,0,Thriller,2009,11,48
1260661920,0,Thriller,2009,12,50
1263163980,0,Thriller,2010,1,1
1264443420,0,Thriller,2010,1,4
1266094260,0,Thriller,2010,2,6
1268869680,0,Thriller,2010,3,11
1271112540,0,Thriller,2010,4,15
1273192680,0,Thriller,2010,5,18
1275086160,0,Thriller,2010,5,21
1279390800,0,Thriller,2010,7,28
1283035080,0,Thriller,2010,8,34
1284421440,0,Thriller,2010,9,37
1285205940,0,Thriller,2010,9,38
1200003900,1201645920,Thriller,2008,1,2
1200003900,1201727940,Thriller,2008,1,2
1202419020,1204080000,Thriller,2008,2,6
1202419020,1204159200,Thriller,2008,2,6
1202419020,1204409280,Thriller,2008,2,6
1204497060,1206585060,Thriller,2008,3,9
1206585180,1208906880,Thriller,2008,3,13
1209239040,1210300260,Thriller,2008,4,17
1209239040,1210464540,Thriller,2008,4,17
1209239040,1210728900,Thriller,2008,4,17
1211066040,1212557460,Thriller,2008,5,20
1211066040,1212603360,Thriller,2008,5,20
1212705060,1214243460,Thriller,2008,6,23
1212705060,1214359200,Thriller,2008,6,23
1215565320,1216171680,Thriller,2008,7,28
1215565320,1216345800,Thriller,2008,7,28
1216684080,1218239700,Thriller,2008,7,30
1216684080,1218650460,Thriller,2008,7,30
1219368780,1221349080,Thriller,2008,8,34
1219368780,1221675660,Thriller,2008,8,34
1219368780,1222802640,Thriller,2008,8,34
1222986060,1225410780,Thriller,2008,10,40
1222986060,1225670640,Thriller,2008,10,40
1222986060,1225764000,Thriller,2008,10,40
1222986060,1226974380,Thriller,2008,10,40
1227384960,1230426480,Thriller,2008,11,47
1232672640,1234481820,Thriller,2009,1,4
1232672640,1234555800,Thriller,2009,1,4
1234738020,1235862060,Thriller,2009,2,7
1234738020,1236109080,Thriller,2009,2,7
1234738020,1236196500,Thriller,2009,2,7
1236207420,1237251720,Thriller,2009,3,10
1236207420,1237653360,Thriller,2009,3,10
1239242820,1240338900,Thriller,2009,4,15
1239242820,1240537140,Thriller,2009,4,15
1239242820,1240690920,Thriller,2009,4,15
1240958220,1241736060,Thriller,2009,4,18
1240958220,1241928480,Thriller,2009,4,18
1240958220,1242073320,Thriller,2009,4,18
1240958220,1243038360,Thriller,2009,4,18
1240958220,1243539840,Thriller,2009,4,18
1243978800,1244933100,Thriller,2009,6,23
1243978800,1245265920,Thriller,2009,6,23
1245453240,1246476240,Thriller,2009,6,25
1245453240,1247885820,Thriller,2009,6,25
1245453240,1247943360,Thriller,2009,6,25
1248382500,1248809040,Thriller,2009,7,30
1248382500,1248976680,Thriller,2009,7,30
1248382500,1249067400,Thriller,2009,7,30
1249438020,1249521540,Thriller,2009,8,32
1249438020,1249759140,Thriller,2009,8,32
1249438020,1249932240,Thriller,2009,8,32
1249438020,1251145980,Thriller,2009,8,32
1251165900,1253304540,Thriller,2009,8,35
1251165900,1253386320,Thriller,2009,8,35
1253581620,1254528780,Thriller,2009,9,39
1253581620,1254873360,Thriller,2009,9,39
1254949860,1255486140,Thriller,2009,10,41
1255808460,1257381180,Thriller,2009,10,42
1255808460,1257565680,Thriller,2009,10,42
1255808460,1257619200,Thriller,2009,10,42
1255808460,1258683660,Thriller,2009,10,42
1255808460,1258748280,Thriller,2009,10,42
1258852260,1259021340,Thriller,2009,11,47
1258852260,1259190840,Thriller,2009,11,47
1258852260,1259351160,Thriller,2009,11,47
1259532360,1259879160,Thriller,2009,11,48
1259532360,1260061380,Thriller,2009,11,48
1259532360,1260227460,Thriller,2009,11,48
1259532360,1260588240,Thriller,2009,11,48
1259532360,1260651300,Thriller,2009,11,48
1264443420,1265224380,Thriller,2010,1,4
1264443420,1265401260,Thriller,2010,1,4
1266094260,1267316700,Thriller,2010,2,6
1266094260,1267488960,Thriller,2010,2,6
1266094260,1267568220,Thriller,2010,2,6
1266094260,1268770800,Thriller,2010,2,6
1268869680,1270686900,Thriller,2010,3,11
1268869680,1271030880,Thriller,2010,3,11
1271112540,1271702040,Thriller,2010,4,15
1271112540,1271791800,Thriller,2010,4,15
1271112540,1271902260,Thriller,2010,4,15
1271112540,1272485760,Thriller,2010,4,15
1271112540,1272571920,Thriller,2010,4,15
1273192680,1273970880,Thriller,2010,5,18
1273192680,1274475180,Thriller,2010,5,18
1273192680,1274649360,Thriller,2010,5,18
1275086160,1275597900,Thriller,2010,5,21
1275086160,1275876060,Thriller,2010,5,21
1275086160,1275947760,Thriller,2010,5,21
1275086160,1276801020,Thriller,2010,5,21
1275086160,1276991100,Thriller,2010,5,21
1275086160,1278119280,Thriller,2010,5,21
1275086160,1278186180,Thriller,2010,5,21
1275086160,1279144680,Thriller,2010,5,21
1279390800,1281387240,Thriller,2010,7,28
1279390800,1282359960,Thriller,2010,7,28
1279390800,1282413180,Thriller,2010,7,28
1283035080,1284403860,Thriller,2010,8,34
1284421440,1285020960,Thriller,2010,9,37
1285205940,1287008940,Thriller,2010,9,38
1285205940,1287083280,Thriller,2010,9,38
1285205940,1288154100,Thriller,2010,9,38
1285205940,1288290000,Thriller,2010,9,38
1200262020,0,"Number ones",2008,1,2
1204498020,0,"Number ones",2008,3,9
1205887080,0,"Number ones",2008,3,12
1206497700,0,"Number ones",2008,3,13
1207954560,0,"Number ones",2008,4,15
1209520680,0,"Number ones",2008,4,18
1212785520,0,"Number ones",2008,6,23
1214009160,0,"Number ones",2008,6,25
1214357520,0,"Number ones",2008,6,26
1216248420,0,"Number ones",2008,7,29
1219975800,0,"Number ones",2008,8,35
1222826940,0,"Number ones",2008,9,40
1223576760,0,"Number ones",2008,10,41
1224808020,0,"Number ones",2008,10,43
1226707260,0,"Number ones",2008,11,46
1227579300,0,"Number ones",2008,11,48
1229560920,0,"Number ones",2008,12,51
1231818420,0,"Number ones",2009,1,3
1234576020,0,"Number ones",2009,2,7
1235533680,0,"Number ones",2009,2,9
1237335720,0,"Number ones",2009,3,12
1238698860,0,"Number ones",2009,4,14
1240690020,0,"Number ones",2009,4,17
1242002640,0,"Number ones",2009,5,19
1245116040,0,"Number ones",2009,6,25
1246476420,0,"Number ones",2009,7,27
1246926240,0,"Number ones",2009,7,28
1248125100,0,"Number ones",2009,7,30
1249000920,0,"Number ones",2009,7,31
1253581620,0,"Number ones",2009,9,39
1255566540,0,"Number ones",2009,10,42
1257908100,0,"Number ones",2009,11,46
1258408740,0,"Number ones",2009,11,47
1263597900,0,"Number ones",2010,1,2
1267479840,0,"Number ones",2010,3,9
1269298140,0,"Number ones",2010,3,12
1272325560,0,"Number ones",2010,4,17
1272912720,0,"Number ones",2010,5,18
1273708500,0,"Number ones",2010,5,19
1275525660,0,"Number ones",2010,6,22
1276735440,0,"Number ones",2010,6,24
1277329980,0,"Number ones",2010,6,25
1278800940,0,"Number ones",2010,7,27
1281127680,0,"Number ones",2010,8,31
1283019060,0,"Number ones",2010,8,34
1283914680,0,"Number ones",2010,9,36
1284687360,0,"Number ones",2010,9,37
1285445940,0,"Number ones",2010,9,38
1289348940,0,"Number ones",2010,11,45
1291170120,0,"Number ones",2010,11,48
1292012640,0,"Number ones",2010,12,49
1292894220,0,"Number ones",2010,12,51
1294105440,0,"Number ones",2011,1,1
1294366260,0,"Number ones",2011,1,1
1294717200,0,"Number ones",2011,1,2
1297113180,0,"Number ones",2011,2,6
1299365880,0,"Number ones",2011,3,9
1302037140,0,"Number ones",2011,4,14
1304044200,0,"Number ones",2011,4,17
1306195620,0,"Number ones",2011,5,21
1308347760,0,"Number ones",2011,6,24
1309304100,0,"Number ones",2011,6,26
1310680800,0,"Number ones",2011,7,28
1311373200,0,"Number ones",2011,7,29
1313629560,0,"Number ones",2011,8,33
1315963920,0,"Number ones",2011,9,37
1317063300,0,"Number ones",2011,9,39
1317859920,0,"Number ones",2011,10,40
1318371480,0,"Number ones",2011,10,41
1319909640,0,"Number ones",2011,10,43
1320966060,0,"Number ones",2011,11,45
1200262020,1201988700,"Number ones",2008,1,2
1200262020,1202279220,"Number ones",2008,1,2
1200262020,1202334600,"Number ones",2008,1,2
1200262020,1203556380,"Number ones",2008,1,2
1204498020,1205799060,"Number ones",2008,3,9
1204498020,1205873880,"Number ones",2008,3,9
1205887080,1206230460,"Number ones",2008,3,12
1205887080,1206468900,"Number ones",2008,3,12
1207954560,1208547060,"Number ones",2008,4,15
1207954560,1208901480,"Number ones",2008,4,15
1209520680,1211656800,"Number ones",2008,4,18
1209520680,1212002220,"Number ones",2008,4,18
1212785520,1213667940,"Number ones",2008,6,23
1212785520,1213839960,"Number ones",2008,6,23
1212785520,1213986840,"Number ones",2008,6,23
1214009160,1214268120,"Number ones",2008,6,25
1214357520,1214874480,"Number ones",2008,6,26
1214357520,1215124260,"Number ones",2008,6,26
1214357520,1215554640,"Number ones",2008,6,26
1216248420,1218592200,"Number ones",2008,7,29
1219975800,1222542000,"Number ones",2008,8,35
1219975800,1222723140,"Number ones",2008,8,35
1222826940,1223080020,"Number ones",2008,9,40
1223576760,1224288480,"Number ones",2008,10,41
1223576760,1224620340,"Number ones",2008,10,41
1224808020,1226535300,"Number ones",2008,10,43
1224808020,1226617200,"Number ones",2008,10,43
1227208680,1227379500,"Number ones",2008,11,47
1227579300,1229542020,"Number ones",2008,11,48
1231818420,1232843880,"Number ones",2009,1,3
1231818420,1233631080,"Number ones",2009,1,3
1231818420,1234070400,"Number ones",2009,1,3
1231818420,1234220220,"Number ones",2009,1,3
1234576020,1234730460,"Number ones",2009,2,7
1234576020,1235078220,"Number ones",2009,2,7
1235533680,1236737760,"Number ones",2009,2,9
1235533680,1236900060,"Number ones",2009,2,9
1235533680,1236973920,"Number ones",2009,2,9
1237335720,1238032140,"Number ones",2009,3,12
1238698860,1240006800,"Number ones",2009,4,14
1238698860,1240422120,"Number ones",2009,4,14
1240690020,1241560020,"Number ones",2009,4,17
1242002640,1244854740,"Number ones",2009,5,19
1242002640,1244913180,"Number ones",2009,5,19
1245116040,1246394580,"Number ones",2009,6,25
1248125100,1248892920,"Number ones",2009,7,30
1248125100,1248986940,"Number ones",2009,7,30
1249000920,1250816160,"Number ones",2009,7,31
1249000920,1251090780,"Number ones",2009,7,31
1249000920,1251233940,"Number ones",2009,7,31
1253581620,1255487940,"Number ones",2009,9,39
1255566540,1257628080,"Number ones",2009,10,42
1263597900,1267155120,"Number ones",2010,1,2
1267479840,1268424960,"Number ones",2010,3,9
1267479840,1268851380,"Number ones",2010,3,9
1267479840,1268934720,"Number ones",2010,3,9
1272325560,1272837780,"Number ones",2010,4,17
1273708500,1274569800,"Number ones",2010,5,19
1275525660,1276470780,"Number ones",2010,6,22
1276735440,1277257380,"Number ones",2010,6,24
1277329980,1278369600,"Number ones",2010,6,25
1278800940,1280623500,"Number ones",2010,7,27
1281127680,1282601760,"Number ones",2010,8,31
1283019060,1283890140,"Number ones",2010,8,34
1283914680,1284494040,"Number ones",2010,9,36
1285445940,1288232280,"Number ones",2010,9,38
1285445940,1289000940,"Number ones",2010,9,38
1285445940,1289071620,"Number ones",2010,9,38
1289348940,1290385020,"Number ones",2010,11,45
1291170120,1291771140,"Number ones",2010,11,48
1292012640,1292522700,"Number ones",2010,12,49
1294105440,1294277280,"Number ones",2011,1,1
1294366260,1294615620,"Number ones",2011,1,1
1294717200,1296005580,"Number ones",2011,1,2
1297113180,1298673060,"Number ones",2011,2,6
1297113180,1298927160,"Number ones",2011,2,6
1302037140,1303855680,"Number ones",2011,4,14
1304044200,1305858720,"Number ones",2011,4,17
1306195620,1307741160,"Number ones",2011,5,21
1308347760,1309222680,"Number ones",2011,6,24
1309304100,1310602260,"Number ones",2011,6,26
1311373200,1313619780,"Number ones",2011,7,29
1313629560,1315534200,"Number ones",2011,8,33
1317063300,1317687420,"Number ones",2011,9,39
1317859920,1318201980,"Number ones",2011,10,40
1319909640,1320529740,"Number ones",2011,10,43
1200445920,0,Thriller,2008,1,3
1201377240,0,Thriller,2008,1,4
1203036240,0,Thriller,2008,2,7
1205895240,0,Thriller,2008,3,12
1209489960,0,Thriller,2008,4,18
