"","checkOut","checkIn","title","yearOut","monthOut","weekOut"
"521",1214600340,1214614560,1,2008,6,26
"522",1214600340,1215540300,1,2008,6,26
"523",1215896580,1216842480,1,2008,7,28
"524",1217096100,1217465640,1,2008,7,30
"525",1217096100,1217712960,1,2008,7,30
"526",1218051960,1218230940,1,2008,8,32
"527",1218051960,1218496800,1,2008,8,32
"528",1219698840,1219860720,1,2008,8,35
"529",1219698840,1220062140,1,2008,8,35
"530",1219698840,1220122440,1,2008,8,35
"531",1220642340,1221092580,1,2008,9,36
"532",1220642340,1221242160,1,2008,9,36
"533",1220642340,1221331980,1,2008,9,36
"534",1221703980,1228342860,1,2008,9,38
"535",1229033580,1229727120,1,2008,12,50
"536",1233770820,1234476480,1,2009,2,6
"537",1235609940,1236219660,1,2009,2,9
"538",1235609940,1236365100,1,2009,2,9
"539",1235609940,1237568580,1,2009,2,9
"540",1237672440,1237846380,1,2009,3,12
"541",1237672440,1238535480,1,2009,3,12
"542",1238551920,1239740400,1,2009,3,14
"543",1238551920,1239817320,1,2009,3,14
"544",1239836340,1240427400,1,2009,4,16
"545",1239836340,1240515060,1,2009,4,16
"546",1241222640,1242189840,1,2009,5,18
"547",1242269160,1242353100,1,2009,5,20
"548",1242775380,1244593980,1,2009,5,21
"549",1244853600,1244917140,1,2009,6,24
"550",1244853600,1245103800,1,2009,6,24
"551",1245264120,1245362280,1,2009,6,25
"552",1245264120,1245629460,1,2009,6,25
"553",1245715560,1248220200,1,2009,6,26
"554",1249587540,1250380320,1,2009,8,32
"555",1249587540,1250628120,1,2009,8,32
"556",1199409180,0,9,2008,1,1
"557",1201981260,0,9,2008,2,5
"558",1204147320,0,9,2008,2,9
"559",1204665300,0,9,2008,3,10
"560",1205366100,0,9,2008,3,11
"561",1206489360,0,9,2008,3,13
"562",1207768260,0,9,2008,4,15
"563",1209851820,0,9,2008,5,18
"564",1212276840,0,9,2008,5,22
"565",1214865240,0,9,2008,6,27
"566",1216237500,0,9,2008,7,29
"567",1219010040,0,9,2008,8,33
"568",1221336960,0,9,2008,9,37
"569",1222465080,0,9,2008,9,39
"570",1199409180,1201229160,9,2008,1,1
"571",1199409180,1201494420,9,2008,1,1
"572",1199409180,1201567980,9,2008,1,1
"573",1201981260,1203800040,9,2008,2,5
"574",1204147320,1204577460,9,2008,2,9
"575",1204665300,1204931220,9,2008,3,10
"576",1204665300,1205192220,9,2008,3,10
"577",1205366100,1205885160,9,2008,3,11
"578",1205366100,1205890020,9,2008,3,11
"579",1205366100,1206131400,9,2008,3,11
"580",1206489360,1206814860,9,2008,3,13
"581",1206489360,1207094580,9,2008,3,13
"582",1206489360,1207253520,9,2008,3,13
"583",1207768260,1209426420,9,2008,4,15
"584",1207768260,1209524640,9,2008,4,15
"585",1207768260,1209675000,9,2008,4,15
"586",1209851820,1211595840,9,2008,5,18
"587",1209851820,1211921880,9,2008,5,18
"588",1212276840,1213984260,9,2008,5,22
"589",1212276840,1214254440,9,2008,5,22
"590",1212276840,1214359080,9,2008,5,22
"591",1214865240,1215715800,9,2008,6,27
"592",1214865240,1215989940,9,2008,6,27
"593",1214865240,1216068840,9,2008,6,27
"594",1216237500,1216952520,9,2008,7,29
"595",1216237500,1217373780,9,2008,7,29
"596",1216237500,1218342780,9,2008,7,29
"597",1216237500,1218498120,9,2008,7,29
"598",1219010040,1220392260,9,2008,8,33
"599",1219010040,1220640180,9,2008,8,33
"600",1219010040,1220817060,9,2008,8,33
"601",1221336960,1222284960,9,2008,9,37
"602",1199843460,0,7,2008,1,2
"603",1200436080,0,7,2008,1,3
"604",1201571280,0,7,2008,1,5
"605",1203791820,0,7,2008,2,8
"606",1199843460,1200088500,7,2008,1,2
"607",1200436080,1201129200,7,2008,1,3
"608",1201571280,1203293280,7,2008,1,5
"609",1201571280,1203493860,7,2008,1,5
"610",1201571280,1203542220,7,2008,1,5
"611",1203791820,1203893640,7,2008,2,8
"612",1199579160,0,9,2008,1,1
"613",1203896820,0,9,2008,2,8
"614",1205530020,0,9,2008,3,11
"615",1209587880,0,9,2008,4,18
"616",1210807860,0,9,2008,5,20
"617",1211065260,0,9,2008,5,20
"618",1213125360,0,9,2008,6,24
"619",1214527320,0,9,2008,6,26
"620",1216679700,0,9,2008,7,30
"621",1217890860,0,9,2008,8,32
"622",1219713600,0,9,2008,8,35
"623",1220748840,0,9,2008,9,36
"624",1221531720,0,9,2008,9,38
"625",1224698400,0,9,2008,10,43
"626",1228957740,0,9,2008,12,50
"627",1230944760,0,9,2009,1,1
"628",1233799140,0,9,2009,2,6
"629",1235782740,0,9,2009,2,9
"630",1238467800,0,9,2009,3,14
"631",1242091860,0,9,2009,5,20
"632",1243027740,0,9,2009,5,21
"633",1244773200,0,9,2009,6,24
"634",1246233240,0,9,2009,6,26
"635",1249954800,0,9,2009,8,33
"636",1253057460,0,9,2009,9,38
"637",1254526260,0,9,2009,10,40
"638",1256942400,0,9,2009,10,44
"639",1259457600,0,9,2009,11,48
"640",1260662640,0,9,2009,12,50
"641",1262748780,0,9,2010,1,1
"642",1263495960,0,9,2010,1,2
"643",1264127760,0,9,2010,1,3
"644",1265249760,0,9,2010,2,5
"645",1268094420,0,9,2010,3,10
"646",1270763580,0,9,2010,4,14
"647",1272316980,0,9,2010,4,17
"648",1275525480,0,9,2010,6,22
"649",1277576700,0,9,2010,6,25
"650",1281990060,0,9,2010,8,33
"651",1286388480,0,9,2010,10,40
"652",1289260740,0,9,2010,11,45
"653",1290553920,0,9,2010,11,47
"654",1295131260,0,9,2011,1,2
"655",1297555140,0,9,2011,2,6
"656",1199579160,1200016800,9,2008,1,1
"657",1199579160,1200510180,9,2008,1,1
"658",1199579160,1203464640,9,2008,1,1
"659",1199579160,1203552840,9,2008,1,1
"660",1203896820,1205103480,9,2008,2,8
"661",1203896820,1205347740,9,2008,2,8
"662",1203896820,1205437860,9,2008,2,8
"663",1205530020,1207181520,9,2008,3,11
