,title,nWords,text,level,0,1,2,3,4,5,6,7
32,Architecture,/wiki/Architecture,2,Iran,-0.13272863611231522,-0.010225379770904132,0.10872930770635816,-0.07462732019127677,-0.022540239016896158,0.011676999307816105,-0.17328238276252034,-0.2750713912293756
33,Science and technology in Iran,/wiki/Science_in_Iran#Biotechnology,2,Iran,0.5647008546567049,-0.01958476087264668,0.0719024287481552,0.09608596210961516,0.04773571074819349,0.08014421580961575,-0.10372734031924646,0.014605328752418463
34,Nabonidus,/wiki/Nabonidus#The_Persian_conquest_of_Babylonia,2,Iran,-0.2016929878227064,0.10208495582172776,0.16590501085982448,-0.09833921306128728,-0.24617714805593124,0.3145211839897173,0.11699046231438505,0.3012973604855437
35,Christmas,/wiki/Christmas,2,Iran,-0.15111144903604426,-0.050420873294322266,-0.02855621840223983,-0.13906016554481013,-0.09191007327143454,0.04887306838642964,0.010868900794514849,0.12131114360958492
36,Sumerian language,/wiki/Sumerian_language#Writing_system,2,Iran,-0.25596368200189723,0.2180151195062253,0.12143182114717375,0.2955090114562827,0.5372377606686953,0.036677348632359295,0.15239587143593614,0.07094218213770938
37,Avestan,/wiki/Avestan_language,2,Iran,-0.12175327511147988,0.22212716730780194,-0.212305447665925,-0.12159516224588167,0.10634501808667897,-0.17186236763640778,-0.19506542169276667,-0.06020886718336104
38,Kamancheh,/wiki/Kamanche,2,Iran,-0.09719313924256184,-0.04279660972274458,-0.0505534535856396,0.044021868698337165,-0.11289944233547855,0.09428926823957054,0.0395089079341281,-0.2022386022167849
39,Tehran University of Medical Sciences,/wiki/Tehran_University_of_Medical_Sciences,2,Iran,0.15322651325188655,-0.15847781656900506,0.03781640255724268,-0.06984358033431244,0.1010188604221489,0.20537774623129604,-0.07382598101470905,-0.1337790618227344
40,Bear,/wiki/Bears,2,Iran,-0.18139178877177514,-0.14163439943968306,-0.09567523789138824,0.1672761753975978,-0.06510252422901751,-0.2393304024056614,-0.1248717659743016,0.1743385874969942
41,Islamic Revolutionary Court,/wiki/Islamic_Revolutionary_Court,2,Iran,0.1005018358727762,-0.0679430616238477,-0.14033946724930868,-0.18930638736947292,0.11869224033927073,0.11888383089553348,0.11306765256646358,0.007798151034549629
42,Timeline of first orbital launches by country,/wiki/Timeline_of_first_orbital_launches_by_country,2,Iran,-0.08679003785272825,-0.21804177430976776,0.04574505210252451,0.002820632382301061,-0.0022457324619673336,-0.02912504594198102,0.053594322140546234,-0.0215988811421744
43,Royal Road,/wiki/Royal_road,2,Iran,-0.091664229324547,0.13779633528108748,0.0591810788881116,0.032468699526137304,-0.12418342265133606,0.21540092576776615,0.012545426171843718,0.0808590508319565
44,Zagros Mountains,/wiki/Zagros_Mountains,2,Iran,-0.04456640974268162,0.08195264233023493,-0.21272641807135287,0.34791637516538404,-0.2665100824384889,-0.11885196963592827,0.3980131925255645,-0.1821797925745791
45,Mining in Iran,/wiki/Mining_in_Iran,2,Iran,0.4473118948052465,-0.13727170722330906,0.15651040826255805,0.25505225337810994,-0.08515443795117761,-0.007142929364311062,-0.06569387368662379,0.16041655761214613
46,String theory,/wiki/String_theory,2,Iran,-0.1635340676456594,-0.0779312063188554,-0.056545745180455985,0.11329792789911207,0.017971786066923418,-0.006868649842794743,-0.03246510507477727,-0.15868126154444367
47,Elamite language,/wiki/Elamite,2,Iran,-0.24496394187356865,0.12598238792761218,0.06017047723786045,0.2432505784469291,0.5331384732940296,0.051855682210862786,0.16173227439561486,0.13015180754178993
48,Islamic Consultative Assembly,/wiki/Islamic_Consultative_Assembly_(Iran),2,Iran,0.1275664335502523,-0.08450548599913607,-0.13725208882893844,-0.2593384245742793,0.12679126642629068,0.02443324139614669,0.0054101319959714575,-0.19582755743743646
49,Recession,/wiki/Economic_recession,2,Iran,0.0222908166940119,-0.22907547660256825,0.20914873647507992,0.15884302890489288,0.009669511832583563,-0.1283631726951268,-0.05168308270848069,0.01171018576218235
50,FLOPS,/wiki/GFLOPS,2,Iran,,,,,,,,
51,Early Islamic philosophy,/wiki/Early_Islamic_philosophy,2,Iran,,,,,,,,
52,Academy Awards,/wiki/Academy_Award,2,Iran,,,,,,,,
53,Sheikh Lotfollah Mosque,/wiki/Sheikh_Lotfollah_Mosque,2,Iran,,,,,,,,
54,1974 Asian Games,/wiki/1974_Asian_Games,2,Iran,,,,,,,,
55,Mausoleum at Halicarnassus,/wiki/Mausoleum_at_Halicarnassus,2,Iran,,,,,,,,
56,Tu BiShvat,/wiki/Tu_BiShvat,2,Iran,,,,,,,,
57,Astronomy,/wiki/Astronomy,2,Iran,,,,,,,,
58,World government,/wiki/World_government,2,Iran,,,,,,,,
59,Cimmerians,/wiki/Cimmerians,2,Iran,,,,,,,,
60,First Babylonian Dynasty,/wiki/First_Babylonian_Dynasty,2,Iran,,,,,,,,
61,Ferdowsi University of Mashhad,/wiki/Ferdowsi_University_of_Mashhad,2,Iran,,,,,,,,
62,Cyaxares,/wiki/Cyaxares,2,Iran,,,,,,,,
63,List of largest shopping malls,/wiki/List_of_largest_shopping_malls_in_the_world,2,Iran,,,,,,,,
64,Ahvaz,/wiki/Ahvaz,2,Iran,,,,,,,,
65,Nazi Germany,/wiki/Nazi_Germany,2,Iran,,,,,,,,
66,Mihranids,/wiki/Mihranids,2,Iran,,,,,,,,
67,Medieval art,/wiki/Medieval_art,2,Iran,,,,,,,,
68,Plain,/wiki/Plain,2,Iran,,,,,,,,
69,Russo-Persian War (1804–13),/wiki/Russo-Persian_War_(1804%E2%80%9313),2,Iran,,,,,,,,
70,Isfahan City Center,/wiki/Isfahan_City_Center,2,Iran,,,,,,,,
71,Arsacid dynasty of Armenia,/wiki/Arsacid_dynasty_of_Armenia,2,Iran,,,,,,,,
72,Khosrow Sinai,/wiki/Khosrow_Sinai,2,Iran,,,,,,,,
73,Proxy server,/wiki/Proxy_server,2,Iran,,,,,,,,
74,Pottery,/wiki/Pottery,2,Iran,,,,,,,,
75,Eponym,/wiki/Eponymous,2,Iran,,,,,,,,
76,Indo-Iranians,/wiki/Indo-Iranians,2,Iran,,,,,,,,
77,Seljuk Empire,/wiki/Seljuk_Empire,2,Iran,,,,,,,,
78,Jamkaran,/wiki/Jamkaran_Mosque,2,Iran,,,,,,,,
79,Fall of the Sasanian Empire,/wiki/Fall_of_the_Sassanid_Empire#Social_problems,2,Iran,,,,,,,,
80,Persian people,/wiki/Persian_people,2,Iran,,,,,,,,
81,Russia,/wiki/Russia,2,Iran,,,,,,,,
82,Nuclear fuel cycle,/wiki/Nuclear_fuel_cycle,2,Iran,,,,,,,,
83,Encyclopædia Iranica,/wiki/Encyclop%C3%A6dia_Iranica,2,Iran,,,,,,,,
84,Golden Globe Award,/wiki/Golden_Globe_Award,2,Iran,,,,,,,,
85,Sadeq Larijani,/wiki/Sadeq_Larijani,2,Iran,,,,,,,,
86,Bachelor's degree,/wiki/Bachelor%27s_degree,2,Iran,,,,,,,,
87,Prunus cerasus,/wiki/Sour_cherry,2,Iran,,,,,,,,
88,The Cow (film),/wiki/The_Cow_(film),2,Iran,,,,,,,,
89,"Iranian presidential election, 2005","/wiki/Iranian_presidential_election,_2005",2,Iran,,,,,,,,
90,Clergy,/wiki/Cleric,2,Iran,,,,,,,,
91,Hezbollah,/wiki/Hezbollah,2,Iran,,,,,,,,
92,Rostam and Sohrab,/wiki/Rostam_and_Sohrab,2,Iran,,,,,,,,
93,Venice Film Festival,/wiki/Venice_Film_Festival,2,Iran,,,,,,,,
94,"Sepiddasht, Lorestan","/wiki/Sepiddasht,_Lorestan",2,Iran,,,,,,,,
95,Luri language,/wiki/Luri_language,2,Iran,,,,,,,,
96,Tanbur,/wiki/Tanbur,2,Iran,,,,,,,,
97,Operation Barbarossa,/wiki/Operation_Barbarossa,2,Iran,,,,,,,,
98,Muslim Student Followers of the Imam's Line,/wiki/Muslim_Student_Followers_of_the_Imam%27s_Line,2,Iran,,,,,,,,
99,Yogurt,/wiki/Yogurt,2,Iran,,,,,,,,
100,Hulagu Khan,/wiki/Hulagu_Khan,2,Iran,,,,,,,,
101,Iranian frigate Jamaran,/wiki/Iranian_destroyer_Jamaran,2,Iran,,,,,,,,
102,Jordan,/wiki/Jordan,2,Iran,,,,,,,,
103,Georgia (country),/wiki/Georgia_(country),2,Iran,,,,,,,,
104,Ghaznavids,/wiki/Ghaznavids,2,Iran,,,,,,,,
105,Ummah,/wiki/Ummah,2,Iran,,,,,,,,
106,Berlin,/wiki/Berlin,2,Iran,,,,,,,,
107,GCE Advanced Level,/wiki/A-levels,2,Iran,,,,,,,,
108,Achaemenid Empire,/wiki/Achaemenids,2,Iran,,,,,,,,
109,United Arab Emirates,/wiki/UAE,2,Iran,,,,,,,,
110,Bakhsh,/wiki/Bakhsh,2,Iran,,,,,,,,
111,Transcaucasia,/wiki/Transcaucasia,2,Iran,,,,,,,,
112,Mixed economy,/wiki/Mixed_economy,2,Iran,,,,,,,,
113,Islamic literature,/wiki/Islamic_literature,2,Iran,,,,,,,,
114,Caucasus,/wiki/The_Caucasus,2,Iran,,,,,,,,
115,East Azerbaijan Province,/wiki/East_Azerbaijan_Province,2,Iran,,,,,,,,
116,Stonemasonry,/wiki/Stonemasonry,2,Iran,,,,,,,,
117,Interpol,/wiki/Interpol_(organization),2,Iran,,,,,,,,
118,Radar,/wiki/Radar,2,Iran,,,,,,,,
119,Nuclear program of Iran,/wiki/Iran%27s_nuclear_program,2,Iran,,,,,,,,
120,Mohammad Mosaddegh,/wiki/Mohammad_Mosaddegh,2,Iran,,,,,,,,
121,Omid,/wiki/Omid,2,Iran,,,,,,,,
122,Azadi Sport Complex,/wiki/Azadi_Sport_Complex,2,Iran,,,,,,,,
123,Azadi Tower,/wiki/Azadi_Tower,2,Iran,,,,,,,,
124,Asiatic cheetah,/wiki/Asiatic_cheetah,2,Iran,,,,,,,,
125,Petroleum industry in Iran,/wiki/Petroleum_industry_in_Iran,2,Iran,,,,,,,,
126,Guardian Council,/wiki/Guardian_Council,2,Iran,,,,,,,,
127,Gathas,/wiki/Gathas,2,Iran,,,,,,,,
128,Culture of India,/wiki/Culture_of_India,2,Iran,,,,,,,,
129,Taxation in Iran,/wiki/Smuggling_in_Iran,2,Iran,,,,,,,,
130,Cyropaedia,/wiki/Cyropaedia,2,Iran,,,,,,,,
131,Syria,/wiki/Syria,2,Iran,,,,,,,,
132,Shiraz,/wiki/Shiraz,2,Iran,,,,,,,,
133,Khwarazmian dynasty,/wiki/Khwarezmian_Empire,2,Iran,,,,,,,,
134,Western Asia,/wiki/Western_Asia,2,Iran,,,,,,,,
135,Rock climbing,/wiki/Rock_climbing,2,Iran,,,,,,,,
136,Khanates of the Caucasus,/wiki/Khanates_of_the_Caucasus,2,Iran,,,,,,,,
137,Irreligion in Iran,/wiki/Irreligion_in_Iran,2,Iran,,,,,,,,
138,Jiroft culture,/wiki/Jiroft_culture,2,Iran,,,,,,,,
139,Saffarid dynasty,/wiki/Saffarids,2,Iran,,,,,,,,
140,White Revolution,/wiki/White_Revolution,2,Iran,,,,,,,,
141,Non-Aligned Movement,/wiki/Non-Aligned_Movement,2,Iran,,,,,,,,
142,Timurid Empire,/wiki/Timurid_Empire,2,Iran,,,,,,,,
143,Golestan Palace,/wiki/Golestan_Palace,2,Iran,,,,,,,,
144,Eid al-Fitr,/wiki/Eid_al-Fitr,2,Iran,,,,,,,,
145,Domestic tourism,/wiki/Domestic_tourism,2,Iran,,,,,,,,
146,Twelver,/wiki/Twelver_Shia,2,Iran,,,,,,,,
147,Samuel Rahbar,/wiki/Samuel_Rahbar,2,Iran,,,,,,,,
148,Cambyses I,/wiki/Cambyses_I,2,Iran,,,,,,,,
149,Indian Ocean,/wiki/Indian_Ocean,2,Iran,,,,,,,,
150,Kurds,/wiki/Kurds,2,Iran,,,,,,,,
151,Zoroastrianism,/wiki/Zoroastrian,2,Iran,,,,,,,,
152,North America,/wiki/North_America,2,Iran,,,,,,,,
153,Iranian Americans,/wiki/Iranian_American#Religion,2,Iran,,,,,,,,
154,Georgians,/wiki/Georgians,2,Iran,,,,,,,,
155,Ahwazi Arabs,/wiki/Ahwazi_Arabs,2,Iran,,,,,,,,
156,Timurid dynasty,/wiki/Timurids,2,Iran,,,,,,,,
157,Islamic Republic of Iran Air Force,/wiki/Islamic_Republic_of_Iran_Air_Force,2,Iran,,,,,,,,
158,Iranian modern and contemporary art,/wiki/Iranian_modern_and_contemporary_art,2,Iran,,,,,,,,
159,Russian Empire,/wiki/Imperial_Russia,2,Iran,,,,,,,,
160,FIBA Asia Championship,/wiki/FIBA_Asia_Championship,2,Iran,,,,,,,,
161,Black Sea,/wiki/Black_Sea,2,Iran,,,,,,,,
162,Jimmy Carter,/wiki/Jimmy_Carter,2,Iran,,,,,,,,
163,Algiers Accords,/wiki/Algiers_Accords,2,Iran,,,,,,,,
164,International Bank for Reconstruction and Development,/wiki/IBRD,2,Iran,,,,,,,,
165,Deterrence theory,/wiki/Deterrence_theory,2,Iran,,,,,,,,
166,Corruption in Iran,/wiki/Corruption_in_Iran,2,Iran,,,,,,,,
167,Saint Stepanos Monastery,/wiki/Saint_Stepanos_Monastery,2,Iran,,,,,,,,
168,Pahlevani and zoorkhaneh rituals,/wiki/Pahlevani_and_zoorkhaneh_rituals,2,Iran,,,,,,,,
169,Georgian language,/wiki/Georgian_language,2,Iran,,,,,,,,
170,Artificial heart,/wiki/Artificial_heart,2,Iran,,,,,,,,
171,Asiatic lion,/wiki/Asiatic_lion,2,Iran,,,,,,,,
172,Basketball,/wiki/Basketball,2,Iran,,,,,,,,
173,Refugee,/wiki/Refugee,2,Iran,,,,,,,,
174,1500s (decade),/wiki/1500s_(decade),2,Iran,,,,,,,,
175,Battle of Krtsanisi,/wiki/Battle_of_Krtsanisi,2,Iran,,,,,,,,
176,Safavid dynasty,/wiki/Safavid_Dynasty,2,Iran,,,,,,,,
177,Buyid dynasty,/wiki/Buyids,2,Iran,,,,,,,,
178,Qutb al-Din al-Shirazi,/wiki/Qotb_al-Din_Shirazi,2,Iran,,,,,,,,
179,Babylonian captivity,/wiki/Babylonian_captivity,2,Iran,,,,,,,,
180,Mount Damavand,/wiki/Mount_Damavand,2,Iran,,,,,,,,
181,Ballistic missile,/wiki/Ballistic_missile,2,Iran,,,,,,,,
182,List of trade unions,/wiki/List_of_trade_unions#Iran,2,Iran,,,,,,,,
183,Cherry,/wiki/Cherry,2,Iran,,,,,,,,
184,Culture of Iran,/wiki/Culture_of_Iran,2,Iran,,,,,,,,
185,Persecution of Bahá'ís,/wiki/Persecution_of_Bahais,2,Iran,,,,,,,,
186,Treaty of Gulistan,/wiki/Treaty_of_Gulistan,2,Iran,,,,,,,,
187,Social security,/wiki/Social_security,2,Iran,,,,,,,,
188,Football in Iran,/wiki/Football_in_Iran,2,Iran,,,,,,,,
189,Middle Eastern theatre of World War I,/wiki/Middle_Eastern_theatre_of_World_War_I,2,Iran,,,,,,,,
190,Iran–United States relations,/wiki/Iran%E2%80%93United_States_relations,2,Iran,,,,,,,,
191,Byzantine Empire,/wiki/Byzantine_Empire,2,Iran,,,,,,,,
192,Muslim conquest of Persia,/wiki/Muslim_conquest_of_Persia,2,Iran,,,,,,,,
193,Qajar dynasty,/wiki/Qajar_dynasty,2,Iran,,,,,,,,
194,St. Thaddeus Monastery,/wiki/Saint_Thaddeus_Monastery,2,Iran,,,,,,,,
195,Gulf Cooperation Council,/wiki/Gulf_Cooperation_Council,2,Iran,,,,,,,,
196,Bundahishn,/wiki/Bundahishn,2,Iran,,,,,,,,
197,Henry David Thoreau,/wiki/Henry_David_Thoreau,2,Iran,,,,,,,,
198,64th meridian east,/wiki/64th_meridian_east,2,Iran,,,,,,,,
199,Iranian University Entrance Exam,/wiki/Iranian_University_Entrance_Exam,2,Iran,,,,,,,,
200,Maklavan,/wiki/Maklavan,2,Iran,,,,,,,,
201,Old Persian,/wiki/Old_Persian,2,Iran,,,,,,,,
202,Old Aramaic language,/wiki/Imperial_Aramaic,2,Iran,,,,,,,,
203,Kowsar,/wiki/Kowsar,2,Iran,,,,,,,,
204,Electric guitar,/wiki/Electric_guitar,2,Iran,,,,,,,,
205,Currency,/wiki/Currency,2,Iran,,,,,,,,
206,Mozaffar ad-Din Shah Qajar,/wiki/Mozaffar_ad-Din_Shah_Qajar,2,Iran,,,,,,,,
207,Persian Constitutional Revolution,/wiki/Iranian_Constitutional_Revolution,2,Iran,,,,,,,,
208,Ruhollah Khomeini,/wiki/Ruhollah_Khomeini,2,Iran,,,,,,,,
209,Cattle,/wiki/Cattle,2,Iran,,,,,,,,
210,Quince,/wiki/Quince,2,Iran,,,,,,,,
211,Nuclear power plant,/wiki/Nuclear_Power_Plant,2,Iran,,,,,,,,
212,Ossetians,/wiki/Ossetians,2,Iran,,,,,,,,
213,Solar power,/wiki/Solar_power,2,Iran,,,,,,,,
214,Nader Shah's invasion of the Mughal Empire,/wiki/Sack_of_Delhi,2,Iran,,,,,,,,
215,Zelzal,/wiki/Zelzal,2,Iran,,,,,,,,
216,Mirza Ebrahim Khan Sahhafbashi,/wiki/Mirza_Ebrahim_Khan_Sahhafbashi,2,Iran,,,,,,,,
217,Al-Biruni,/wiki/Biruni,2,Iran,,,,,,,,
218,Maranjab Desert,/wiki/Maranjab_Desert,2,Iran,,,,,,,,
219,Islamic republic,/wiki/Islamic_republic,2,Iran,,,,,,,,
220,Talysh people,/wiki/Talysh_people,2,Iran,,,,,,,,
221,Lorestan Province,/wiki/Lorestan_Province,2,Iran,,,,,,,,
222,Agha Mohammad Khan Qajar,/wiki/Agha_Mohammad_Khan_Qajar,2,Iran,,,,,,,,
223,Omar Khayyam,/wiki/Khayy%C3%A1m,2,Iran,,,,,,,,
224,Neo-Aramaic languages,/wiki/Neo-Aramaic_language,2,Iran,,,,,,,,
225,Supreme Leader of Iran,/wiki/Supreme_Leader_of_Iran,2,Iran,,,,,,,,
226,Human rights,/wiki/Human_rights,2,Iran,,,,,,,,
227,Iranian diaspora,/wiki/Iranian_diaspora,2,Iran,,,,,,,,
228,Facebook,/wiki/Facebook,2,Iran,,,,,,,,
229,Iran at the Olympics,/wiki/Iran_at_the_Olympics,2,Iran,,,,,,,,
230,Pistachio,/wiki/Pistachio,2,Iran,,,,,,,,
231,Iran national football team,/wiki/Iran_national_football_team,2,Iran,,,,,,,,
232,Geometry,/wiki/Geometry,2,Iran,,,,,,,,
233,Persepolis,/wiki/Persepolis,2,Iran,,,,,,,,
234,Planned economy,/wiki/Planned_economy,2,Iran,,,,,,,,
235,Disability,/wiki/Disability,2,Iran,,,,,,,,
236,Iranian pop music,/wiki/Iranian_pop_music,2,Iran,,,,,,,,
237,Zand dynasty,/wiki/Zand_dynasty,2,Iran,,,,,,,,
238,Partridge,/wiki/Partridge,2,Iran,,,,,,,,
239,Nader's Dagestan campaign,/wiki/Nader%27s_Dagestan_campaign,2,Iran,,,,,,,,
240,Hamshahri,/wiki/Hamshahri,2,Iran,,,,,,,,
241,Social networking service,/wiki/Social_networking_service,2,Iran,,,,,,,,
242,Macedonia (region),/wiki/Macedonia_(region),2,Iran,,,,,,,,
243,Painting,/wiki/Painting,2,Iran,,,,,,,,
244,Telegram (messaging service),/wiki/Telegram_(software),2,Iran,,,,,,,,
245,Eagle,/wiki/Eagles,2,Iran,,,,,,,,
246,Persian literature,/wiki/Iranian_literature,2,Iran,,,,,,,,
247,Hayedeh,/wiki/Hayedeh,2,Iran,,,,,,,,
248,Persian leopard,/wiki/Persian_leopard,2,Iran,,,,,,,,
249,Abu Muslim,/wiki/Abu_Muslim,2,Iran,,,,,,,,
250,Background and causes of the Iranian Revolution,/wiki/Background_and_causes_of_the_Iranian_Revolution#1970.E2.80.931975,2,Iran,,,,,,,,
251,Iranian Crown Jewels,/wiki/Iranian_Crown_Jewels,2,Iran,,,,,,,,
252,Privatization in Iran,/wiki/Privatization_in_Iran,2,Iran,,,,,,,,
253,Timur,/wiki/Timur,2,Iran,,,,,,,,
254,Tbilisi,/wiki/Tblisi,2,Iran,,,,,,,,
255,Islamic Republic of Iran Broadcasting,/wiki/Islamic_Republic_of_Iran_Broadcasting,2,Iran,,,,,,,,
256,Parthia,/wiki/Parthia,2,Iran,,,,,,,,
257,National Olympic Committee of the Islamic Republic of Iran,/wiki/National_Olympic_Committee_of_the_Islamic_Republic_of_Iran,2,Iran,,,,,,,,
258,Bamshad,/wiki/Bamshad,2,Iran,,,,,,,,
259,Passover,/wiki/Passover,2,Iran,,,,,,,,
260,Food and Agriculture Organization,/wiki/Food_and_Agriculture_Organization,2,Iran,,,,,,,,
261,Si-o-seh pol,/wiki/Siose_Bridge,2,Iran,,,,,,,,
262,Late Antiquity,/wiki/Late_Antiquity,2,Iran,,,,,,,,
263,Proto-Indo-Europeans,/wiki/Proto-Indo-Europeans,2,Iran,,,,,,,,
264,Iranian Reformists,/wiki/Iranian_reform_movement,2,Iran,,,,,,,,
